word,times_added,times_removed,net_change,absolute_change,survival_fraction
overwhelmed,2,2,0,4,0.0
reconquista,2,2,0,4,0.0
timeframe,2,2,0,4,0.0
ley,2,2,0,4,0.0
lay,2,2,0,4,0.0
showing,2,2,0,4,0.0
euters,2,2,0,4,0.0
juárez,2,2,0,4,0.0
gardens,2,2,0,4,0.0
appear,2,2,0,4,0.0
projectile,2,2,0,4,0.0
1567,2,2,0,4,0.0
cidob,2,2,0,4,0.0
shortages,2,2,0,4,0.0
authorities,2,2,0,4,0.0
crossings,2,2,0,4,0.0
election,2,2,0,4,0.0
socioambiental,2,2,0,4,0.0
transliterate,2,2,0,4,0.0
guam,2,2,0,4,0.0
othering,2,2,0,4,0.0
distributed,2,2,0,4,0.0
indigene,2,2,0,4,0.0
alfonso,2,2,0,4,0.0
sexes,2,2,0,4,0.0
pattern,2,2,0,4,0.0
sacacoyo,2,2,0,4,0.0
explore,2,2,0,4,0.0
huron,2,2,0,4,0.0
flannery,2,2,0,4,0.0
se,2,2,0,4,0.0
phylogeny,2,2,0,4,0.0
lineal,2,2,0,4,0.0
jewellery,2,2,0,4,0.0
angola,2,2,0,4,0.0
export,2,2,0,4,0.0
hunters,2,2,0,4,0.0
captain,2,2,0,4,0.0
jefferson,2,2,0,4,0.0
region21,2,2,0,4,0.0
plenty,2,2,0,4,0.0
copper,2,2,0,4,0.0
intermingling,2,2,0,4,0.0
soils,2,2,0,4,0.0
444,2,2,0,4,0.0
consisting,2,2,0,4,0.0
imposing,2,2,0,4,0.0
1899,2,2,0,4,0.0
funai,2,2,0,4,0.0
pact,2,2,0,4,0.0
790,2,2,0,4,0.0
classify,2,2,0,4,0.0
lowlands,2,2,0,4,0.0
traced,2,2,0,4,0.0
markers,2,2,0,4,0.0
floss,2,2,0,4,0.0
denial,2,2,0,4,0.0
distinguish,2,2,0,4,0.0
homogeneous,2,2,0,4,0.0
1776,2,2,0,4,0.0
request,2,2,0,4,0.0
extremes,2,2,0,4,0.0
famines,2,2,0,4,0.0
walcheren,2,2,0,4,0.0
supply,2,2,0,4,0.0
enormous,2,2,0,4,0.0
bo,2,2,0,4,0.0
ref22,2,2,0,4,0.0
hammerton,2,2,0,4,0.0
pomeroon,2,2,0,4,0.0
morison,2,2,0,4,0.0
conscription,2,2,0,4,0.0
embroidery,2,2,0,4,0.0
instrumental,2,2,0,4,0.0
infant,2,2,0,4,0.0
bubble,1,1,0,2,0.0
soda,1,1,0,2,0.0
proposes,1,1,0,2,0.0
baptista,1,1,0,2,0.0
swan,1,1,0,2,0.0
fernandes,1,1,0,2,0.0
innovations,2,2,0,4,0.0
spurred,1,1,0,2,0.0
enterprise,1,1,0,2,0.0
aligned,1,1,0,2,0.0
precursor,1,1,0,2,0.0
plantains,2,2,0,4,0.0
brings,2,2,0,4,0.0
captives,2,2,0,4,0.0
reveals,2,2,0,4,0.0
encompassing,2,2,0,4,0.0
fund,2,2,0,4,0.0
376,2,2,0,4,0.0
lines,1,1,0,2,0.0
pigmentation,2,2,0,4,0.0
construction,2,2,0,4,0.0
dissolution,2,2,0,4,0.0
cachi,2,2,0,4,0.0
dogg,2,2,0,4,0.0
vegetation,2,2,0,4,0.0
occur,2,2,0,4,0.0
woods,2,2,0,4,0.0
authors,2,2,0,4,0.0
mimic,2,2,0,4,0.0
unrepresented,2,2,0,4,0.0
manageable,2,2,0,4,0.0
referring,2,2,0,4,0.0
ownership,2,2,0,4,0.0
scrapers,2,2,0,4,0.0
pier,2,2,0,4,0.0
reach,2,2,0,4,0.0
gae,2,2,0,4,0.0
na,2,2,0,4,0.0
swaziland,2,2,0,4,0.0
collections,2,2,0,4,0.0
abstract,2,2,0,4,0.0
aircrafts,2,2,0,4,0.0
baoruco,2,2,0,4,0.0
techniques,2,2,0,4,0.0
finance,1,1,0,2,0.0
quenpi,1,1,0,2,0.0
kill,2,2,0,4,0.0
danger,2,2,0,4,0.0
outright,2,2,0,4,0.0
boats,2,2,0,4,0.0
laborers,2,2,0,4,0.0
depletion,2,2,0,4,0.0
inuk,2,2,0,4,0.0
historic,2,2,0,4,0.0
originating,2,2,0,4,0.0
460,2,2,0,4,0.0
assimilated,2,2,0,4,0.0
reid,2,2,0,4,0.0
facto,2,2,0,4,0.0
mom,2,2,0,4,0.0
ga,2,2,0,4,0.0
marxists,2,2,0,4,0.0
varese,2,2,0,4,0.0
finite,1,1,0,2,0.0
ceased,1,1,0,2,0.0
defines,2,2,0,4,0.0
discussion,2,2,0,4,0.0
betray,2,2,0,4,0.0
363,2,2,0,4,0.0
590,2,2,0,4,0.0
pentatonic,2,2,0,4,0.0
seriousness,2,2,0,4,0.0
region13,2,2,0,4,0.0
calchaquí,2,2,0,4,0.0
secession,2,2,0,4,0.0
millennium,2,2,0,4,0.0
philippine,2,2,0,4,0.0
acted,2,2,0,4,0.0
corridors,2,2,0,4,0.0
herbert,2,2,0,4,0.0
chico,2,2,0,4,0.0
productivity,2,2,0,4,0.0
uncovered,2,2,0,4,0.0
huarpe,2,2,0,4,0.0
a2a,2,2,0,4,0.0
herds,2,2,0,4,0.0
1604,2,2,0,4,0.0
julia,2,2,0,4,0.0
financed,2,2,0,4,0.0
slow,2,2,0,4,0.0
hamilton,2,2,0,4,0.0
quiche,2,2,0,4,0.0
proprietors,2,2,0,4,0.0
adwa,2,2,0,4,0.0
semi,2,2,0,4,0.0
850,2,2,0,4,0.0
uses,2,2,0,4,0.0
lawsuits,2,2,0,4,0.0
contrasted,2,2,0,4,0.0
stjo,2,2,0,4,0.0
zapoteca,2,2,0,4,0.0
loudly,1,1,0,2,0.0
udmurtia,2,2,0,4,0.0
meters,2,2,0,4,0.0
positions,2,2,0,4,0.0
sounding,2,2,0,4,0.0
tunumiit,2,2,0,4,0.0
fanon,2,2,0,4,0.0
tariffs,2,2,0,4,0.0
chunkey,2,2,0,4,0.0
reports,2,2,0,4,0.0
subdivisions,2,2,0,4,0.0
childhood,2,2,0,4,0.0
reunited,2,2,0,4,0.0
1714,1,1,0,2,0.0
populationgreenland,1,1,0,2,0.0
ears,1,1,0,2,0.0
busbus,1,1,0,2,0.0
article219312355,1,1,0,2,0.0
crisis,1,1,0,2,0.0
populationturkmenistan,1,1,0,2,0.0
organised,1,1,0,2,0.0
servility,1,1,0,2,0.0
representing,2,2,0,4,0.0
camarón,2,2,0,4,0.0
837,2,2,0,4,0.0
athabascan,2,2,0,4,0.0
obscured,2,2,0,4,0.0
fox,2,2,0,4,0.0
ceylon,2,2,0,4,0.0
ancash,2,2,0,4,0.0
presidency,2,2,0,4,0.0
ultimate,2,2,0,4,0.0
aymaras,2,2,0,4,0.0
39,2,2,0,4,0.0
lingual,2,2,0,4,0.0
marcus,2,2,0,4,0.0
hailed,2,2,0,4,0.0
1622,1,1,0,2,0.0
dano,1,1,0,2,0.0
region23,1,1,0,2,0.0
taxes,1,1,0,2,0.0
merchants,1,1,0,2,0.0
axtell,1,1,0,2,0.0
regardeded,1,1,0,2,0.0
bailyn,1,1,0,2,0.0
failure,1,1,0,2,0.0
coercive,1,1,0,2,0.0
gabriel,2,2,0,4,0.0
debts,1,1,0,2,0.0
indie,1,1,0,2,0.0
stop,1,1,0,2,0.0
discusses,1,1,0,2,0.0
conquerors,1,1,0,2,0.0
ebneqngebrwitaly,1,1,0,2,0.0
potential,1,1,0,2,0.0
dedicated,1,1,0,2,0.0
uriankhai,1,1,0,2,0.0
fostered,1,1,0,2,0.0
practical,1,1,0,2,0.0
lifestyle,1,1,0,2,0.0
chromosomes,1,1,0,2,0.0
convince,1,1,0,2,0.0
1935,1,1,0,2,0.0
perception,1,1,0,2,0.0
brocklehurst,1,1,0,2,0.0
santander,1,1,0,2,0.0
pire,1,1,0,2,0.0
mulatta,1,1,0,2,0.0
tlaxcala,1,1,0,2,0.0
arisona,1,1,0,2,0.0
bakker,1,1,0,2,0.0
petr,1,1,0,2,0.0
successful,1,1,0,2,0.0
putatively,1,1,0,2,0.0
spheres,1,1,0,2,0.0
haffkine,1,1,0,2,0.0
epistemological,1,1,0,2,0.0
stick,1,1,0,2,0.0
mainlands,1,1,0,2,0.0
población,1,1,0,2,0.0
benedictine,1,1,0,2,0.0
1701,1,1,0,2,0.0
alien,1,1,0,2,0.0
fowl,1,1,0,2,0.0
uzbekistan,1,1,0,2,0.0
zaragoza,1,1,0,2,0.0
provinces,1,1,0,2,0.0
day_286,1,1,0,2,0.0
investment,1,1,0,2,0.0
explorersection,1,1,0,2,0.0
etat,1,1,0,2,0.0
bes,1,1,0,2,0.0
circumstances,1,1,0,2,0.0
shakhrai,1,1,0,2,0.0
sweg,1,1,0,2,0.0
colonizatin,1,1,0,2,0.0
consented,1,1,0,2,0.0
indigena,1,1,0,2,0.0
cheap,1,1,0,2,0.0
display,1,1,0,2,0.0
1929,1,1,0,2,0.0
yakutia,1,1,0,2,0.0
sarajevo,1,1,0,2,0.0
devastating,1,1,0,2,0.0
radically,1,1,0,2,0.0
whooping,1,1,0,2,0.0
profoundly,1,1,0,2,0.0
operated,1,1,0,2,0.0
constantine,1,1,0,2,0.0
entity,1,1,0,2,0.0
oppressor,1,1,0,2,0.0
nfld,1,1,0,2,0.0
deadlier,1,1,0,2,0.0
command,1,1,0,2,0.0
accomplished,1,1,0,2,0.0
pid,1,1,0,2,0.0
galapagos,1,1,0,2,0.0
vnamee,1,1,0,2,0.0
leased,1,1,0,2,0.0
imperialists,1,1,0,2,0.0
dote,1,1,0,2,0.0
discipline,1,1,0,2,0.0
baartman,1,1,0,2,0.0
contenidos,1,1,0,2,0.0
trucial,1,1,0,2,0.0
vnamef,1,1,0,2,0.0
khiva,1,1,0,2,0.0
austria,1,1,0,2,0.0
succeeded,1,1,0,2,0.0
virulent,1,1,0,2,0.0
alcáçovas,1,1,0,2,0.0
round,1,1,0,2,0.0
aden,1,1,0,2,0.0
ill,1,1,0,2,0.0
trek,1,1,0,2,0.0
koplow,1,1,0,2,0.0
foothold,1,1,0,2,0.0
678,1,1,0,2,0.0
declinationshen,1,1,0,2,0.0
persian,1,1,0,2,0.0
waylon,1,1,0,2,0.0
bannon,1,1,0,2,0.0
developments,1,1,0,2,0.0
branch,1,1,0,2,0.0
basra,1,1,0,2,0.0
fewer,1,1,0,2,0.0
repetition,1,1,0,2,0.0
christopher_columbus,1,1,0,2,0.0
venture,1,1,0,2,0.0
bankrupt,1,1,0,2,0.0
huge,1,1,0,2,0.0
sounded,1,1,0,2,0.0
fayard,1,1,0,2,0.0
adygea,1,1,0,2,0.0
civilize,1,1,0,2,0.0
promote,1,1,0,2,0.0
internet,1,1,0,2,0.0
codfish,1,1,0,2,0.0
benedikt,1,1,0,2,0.0
cme,1,1,0,2,0.0
jure,1,1,0,2,0.0
reino,1,1,0,2,0.0
wuz,1,1,0,2,0.0
shortage,1,1,0,2,0.0
dada,1,1,0,2,0.0
neil,1,1,0,2,0.0
leftists,1,1,0,2,0.0
atahulapa,1,1,0,2,0.0
communication,1,1,0,2,0.0
acute,1,1,0,2,0.0
seizure,1,1,0,2,0.0
video,1,1,0,2,0.0
iron,1,1,0,2,0.0
bengal,1,1,0,2,0.0
dahlias,1,1,0,2,0.0
filipino,1,1,0,2,0.0
dahomey,1,1,0,2,0.0
codification,1,1,0,2,0.0
baudelaire,1,1,0,2,0.0
nonconformists,1,1,0,2,0.0
385,1,1,0,2,0.0
cheaply,1,1,0,2,0.0
compete,1,1,0,2,0.0
decimated,1,1,0,2,0.0
virtual,1,1,0,2,0.0
uittocht,1,1,0,2,0.0
holdings,1,1,0,2,0.0
absorbed,1,1,0,2,0.0
merriam,1,1,0,2,0.0
thessalonians,1,1,0,2,0.0
contentious,1,1,0,2,0.0
contributed,1,1,0,2,0.0
bright,1,1,0,2,0.0
rum,1,1,0,2,0.0
debates,1,1,0,2,0.0
judicial,1,1,0,2,0.0
strengthen,1,1,0,2,0.0
expansions,1,1,0,2,0.0
positiveref,1,1,0,2,0.0
imposition,1,1,0,2,0.0
ol,1,1,0,2,0.0
calvinists,1,1,0,2,0.0
5j9hg4jhj9,1,1,0,2,0.0
vfnbchgc,1,1,0,2,0.0
lighter,1,1,0,2,0.0
291,1,1,0,2,0.0
pineapple,1,1,0,2,0.0
merriman,1,1,0,2,0.0
1400,1,1,0,2,0.0
lautréamont,1,1,0,2,0.0
wendt,1,1,0,2,0.0
respects,1,1,0,2,0.0
influx,1,1,0,2,0.0
amendment,1,1,0,2,0.0
discriminate,1,1,0,2,0.0
boundary,1,1,0,2,0.0
chandernagor,1,1,0,2,0.0
decisions,1,1,0,2,0.0
jesucristo,1,1,0,2,0.0
lectures,1,1,0,2,0.0
civilized,1,1,0,2,0.0
matt,1,1,0,2,0.0
diorama,1,1,0,2,0.0
kuril,1,1,0,2,0.0
caucasus,1,1,0,2,0.0
cbc,1,1,0,2,0.0
distinction,1,1,0,2,0.0
9s2uzr47m,1,1,0,2,0.0
1988,1,1,0,2,0.0
lebanese,1,1,0,2,0.0
purple,1,1,0,2,0.0
edit,1,1,0,2,0.0
personnel,1,1,0,2,0.0
treasure,1,1,0,2,0.0
weakened,1,1,0,2,0.0
1531,1,1,0,2,0.0
liked,1,1,0,2,0.0
moroccans,1,1,0,2,0.0
racialism,1,1,0,2,0.0
scarce,1,1,0,2,0.0
statistical,1,1,0,2,0.0
ginger,1,1,0,2,0.0
cuarenta,1,1,0,2,0.0
plank,1,1,0,2,0.0
biblical,1,1,0,2,0.0
842,1,1,0,2,0.0
05,1,1,0,2,0.0
spaniard,1,1,0,2,0.0
islandsthumb,1,1,0,2,0.0
emphatic,1,1,0,2,0.0
anabaptists,1,1,0,2,0.0
manufactures,1,1,0,2,0.0
subcontinent,1,1,0,2,0.0
extending,1,1,0,2,0.0
lessening,1,1,0,2,0.0
bashkortostan,1,1,0,2,0.0
sebastian,1,1,0,2,0.0
hejaz,1,1,0,2,0.0
brutality,1,1,0,2,0.0
modernity,1,1,0,2,0.0
cunter,1,1,0,2,0.0
singaporean,1,1,0,2,0.0
outlook,1,1,0,2,0.0
encuestas,1,1,0,2,0.0
convenient,1,1,0,2,0.0
ranges,1,1,0,2,0.0
strategic,1,1,0,2,0.0
walter,1,1,0,2,0.0
raped,1,1,0,2,0.0
symbolization,1,1,0,2,0.0
googlebookgouda,1,1,0,2,0.0
transnistrian,1,1,0,2,0.0
option,1,1,0,2,0.0
bloody,1,1,0,2,0.0
aliyah,1,1,0,2,0.0
accountancy,1,1,0,2,0.0
caution,1,1,0,2,0.0
attract,1,1,0,2,0.0
derided,1,1,0,2,0.0
involving,1,1,0,2,0.0
sepúlveda,1,1,0,2,0.0
cochinchina,1,1,0,2,0.0
barthélemyfact,1,1,0,2,0.0
coerced,1,1,0,2,0.0
populationjudenlandindigenousref,1,1,0,2,0.0
implicated,1,1,0,2,0.0
986,1,1,0,2,0.0
448,1,1,0,2,0.0
dp,1,1,0,2,0.0
franciscans,1,1,0,2,0.0
aggressively,1,1,0,2,0.0
excavations,1,1,0,2,0.0
simplification,1,1,0,2,0.0
formats,1,1,0,2,0.0
populationcolombia,1,1,0,2,0.0
delhi,1,1,0,2,0.0
1942,1,1,0,2,0.0
practitioners,1,1,0,2,0.0
refereed,1,1,0,2,0.0
wanna,1,1,0,2,0.0
gallery,1,1,0,2,0.0
wretched,1,1,0,2,0.0
dialectical,1,1,0,2,0.0
ellsworth,1,1,0,2,0.0
aegean,1,1,0,2,0.0
regimes,1,1,0,2,0.0
tchéou,1,1,0,2,0.0
promotes,1,1,0,2,0.0
substitute,1,1,0,2,0.0
vaccine,1,1,0,2,0.0
confused,1,1,0,2,0.0
presbyterians,1,1,0,2,0.0
positing,1,1,0,2,0.0
populationdominican,1,1,0,2,0.0
racially,1,1,0,2,0.0
1632,1,1,0,2,0.0
niger,1,1,0,2,0.0
història,1,1,0,2,0.0
occupying,1,1,0,2,0.0
gennaro,1,1,0,2,0.0
shelter,1,1,0,2,0.0
microbiologist,1,1,0,2,0.0
structural,1,1,0,2,0.0
kouang,1,1,0,2,0.0
prosperity,1,1,0,2,0.0
ancestryethnic,1,1,0,2,0.0
1525,1,1,0,2,0.0
_indigenous_peoples_day_,1,1,0,2,0.0
marià,1,1,0,2,0.0
baptists,1,1,0,2,0.0
repatriate,1,1,0,2,0.0
italianexplorer,1,1,0,2,0.0
accredited,1,1,0,2,0.0
archiveurl,1,1,0,2,0.0
changing,1,1,0,2,0.0
cartier,1,1,0,2,0.0
instances,1,1,0,2,0.0
grapple,1,1,0,2,0.0
trevor,1,1,0,2,0.0
1875,1,1,0,2,0.0
dnieper,1,1,0,2,0.0
brain,1,1,0,2,0.0
cyprus,1,1,0,2,0.0
moravians,1,1,0,2,0.0
despair,1,1,0,2,0.0
46,1,1,0,2,0.0
egerton,1,1,0,2,0.0
mountstuart,1,1,0,2,0.0
security,1,1,0,2,0.0
días,1,1,0,2,0.0
8084917906,1,1,0,2,0.0
contours,1,1,0,2,0.0
concerning,1,1,0,2,0.0
skirmishes,1,1,0,2,0.0
lutherans,1,1,0,2,0.0
ossetia,1,1,0,2,0.0
categorize,1,1,0,2,0.0
capturing,1,1,0,2,0.0
excesses,1,1,0,2,0.0
factfinder,1,1,0,2,0.0
vice,1,1,0,2,0.0
exaggerated,1,1,0,2,0.0
macedon,1,1,0,2,0.0
ref23,1,1,0,2,0.0
edirne,1,1,0,2,0.0
classes,1,1,0,2,0.0
saharan,1,1,0,2,0.0
dim,1,1,0,2,0.0
subordinate,1,1,0,2,0.0
jr,1,1,0,2,0.0
arises,1,1,0,2,0.0
frenchmen,1,1,0,2,0.0
adjunct,1,1,0,2,0.0
años,1,1,0,2,0.0
liberalism,1,1,0,2,0.0
spite,1,1,0,2,0.0
kokaislova,1,1,0,2,0.0
kristinsson2010,1,1,0,2,0.0
flags,1,1,0,2,0.0
lang,1,1,0,2,0.0
pizzaro,1,1,0,2,0.0
populationbolivia,1,1,0,2,0.0
1793,1,1,0,2,0.0
historiography,1,1,0,2,0.0
faroe,1,1,0,2,0.0
theme,1,1,0,2,0.0
religiously,1,1,0,2,0.0
ares,1,1,0,2,0.0
funneling,1,1,0,2,0.0
salvation,1,1,0,2,0.0
outgrowths,1,1,0,2,0.0
fated,1,1,0,2,0.0
threaten,1,1,0,2,0.0
traded,1,1,0,2,0.0
pagan,1,1,0,2,0.0
geschiedenis,1,1,0,2,0.0
ukrainian,1,1,0,2,0.0
cfm,1,1,0,2,0.0
vhs,1,1,0,2,0.0
1780,1,1,0,2,0.0
castas,1,1,0,2,0.0
synthesize,1,1,0,2,0.0
morel,1,1,0,2,0.0
moment,1,1,0,2,0.0
castellanos,1,1,0,2,0.0
statesbut,1,1,0,2,0.0
transformations,1,1,0,2,0.0
fashion,1,1,0,2,0.0
kasum,1,1,0,2,0.0
elites,1,1,0,2,0.0
chilies,1,1,0,2,0.0
privileges,1,1,0,2,0.0
pole,1,1,0,2,0.0
gic,1,1,0,2,0.0
859,1,1,0,2,0.0
hearts,1,1,0,2,0.0
strait,1,1,0,2,0.0
village,1,1,0,2,0.0
pursues,1,1,0,2,0.0
ducks,1,1,0,2,0.0
price,1,1,0,2,0.0
minds,1,1,0,2,0.0
attending,1,1,0,2,0.0
vásquez,1,1,0,2,0.0
threat,1,1,0,2,0.0
impulses,1,1,0,2,0.0
arrested,1,1,0,2,0.0
1877,1,1,0,2,0.0
iiu,1,1,0,2,0.0
dicatorship,1,1,0,2,0.0
textitalic,1,1,0,2,0.0
partitioned,1,1,0,2,0.0
areemas,1,1,0,2,0.0
underdevelopment,1,1,0,2,0.0
1705,1,1,0,2,0.0
distinguished,1,1,0,2,0.0
delete,1,1,0,2,0.0
harold,1,1,0,2,0.0
hispanola,1,1,0,2,0.0
domestic,1,1,0,2,0.0
corsica,1,1,0,2,0.0
habits,1,1,0,2,0.0
statistics,1,1,0,2,0.0
victorious,1,1,0,2,0.0
ovando,1,1,0,2,0.0
choices,1,1,0,2,0.0
programme,1,1,0,2,0.0
priming,1,1,0,2,0.0
persists,1,1,0,2,0.0
creolisation,1,1,0,2,0.0
livingstone,1,1,0,2,0.0
dt,1,1,0,2,0.0
552,1,1,0,2,0.0
spent,1,1,0,2,0.0
semple,1,1,0,2,0.0
ciathumb,1,1,0,2,0.0
kamerun,1,1,0,2,0.0
holiday_name,1,1,0,2,0.0
win,1,1,0,2,0.0
1834,1,1,0,2,0.0
abolitionism,1,1,0,2,0.0
revelations,1,1,0,2,0.0
1959,1,1,0,2,0.0
amassed,1,1,0,2,0.0
sal,1,1,0,2,0.0
principles,1,1,0,2,0.0
postmodern,1,1,0,2,0.0
consequential,1,1,0,2,0.0
stacy,1,1,0,2,0.0
nacimiento,1,1,0,2,0.0
statesis,1,1,0,2,0.0
subjective,1,1,0,2,0.0
obtain,1,1,0,2,0.0
prevailing,1,1,0,2,0.0
romanus,1,1,0,2,0.0
theses,1,1,0,2,0.0
gresham,1,1,0,2,0.0
hegemony,1,1,0,2,0.0
gale,1,1,0,2,0.0
trained,1,1,0,2,0.0
cough,1,1,0,2,0.0
unfederated,1,1,0,2,0.0
temporal,1,1,0,2,0.0
niall,1,1,0,2,0.0
raimondo,1,1,0,2,0.0
institutional,1,1,0,2,0.0
inhumane,1,1,0,2,0.0
limiting,1,1,0,2,0.0
marchand,1,1,0,2,0.0
welcomes,1,1,0,2,0.0
fat,1,1,0,2,0.0
populationuruguay,1,1,0,2,0.0
gandhi,1,1,0,2,0.0
arabic,1,1,0,2,0.0
uganda,1,1,0,2,0.0
dad,1,1,0,2,0.0
midway,1,1,0,2,0.0
powhatan,1,1,0,2,0.0
impacts,1,1,0,2,0.0
constituted,1,1,0,2,0.0
worldmark,1,1,0,2,0.0
kbu,1,1,0,2,0.0
veinte,1,1,0,2,0.0
432,1,1,0,2,0.0
galicia,1,1,0,2,0.0
para,1,1,0,2,0.0
multitudes,1,1,0,2,0.0
sector,1,1,0,2,0.0
seemingly,1,1,0,2,0.0
montenegro,0,1,-1,1,0.0
illustrate,0,1,-1,1,0.0
ma,0,1,-1,1,0.0
park,0,1,-1,1,0.0
contends,0,1,-1,1,0.0
ones,0,1,-1,1,0.0
native,289,289,0,578,0.0
109445,1,1,0,2,0.0
105,1,1,0,2,0.0
35428,1,1,0,2,0.0
screening,1,1,0,2,0.0
canarians,1,1,0,2,0.0
missionaries,1,1,0,2,0.0
phenotypes,1,1,0,2,0.0
1911565,1,1,0,2,0.0
stemmed,1,1,0,2,0.0
stand,1,1,0,2,0.0
coined,1,1,0,2,0.0
independentist,1,1,0,2,0.0
continentsconquistador,1,1,0,2,0.0
armourhello,1,1,0,2,0.0
epidemiology,1,1,0,2,0.0
1680s,1,1,0,2,0.0
perceptions,0,1,-1,1,0.0
nicolás,1,1,0,2,0.0
tadman,1,1,0,2,0.0
1979,1,1,0,2,0.0
decisiveness,1,1,0,2,0.0
burmese,1,1,0,2,0.0
epic,1,1,0,2,0.0
instability,1,1,0,2,0.0
countless,1,1,0,2,0.0
greene,1,1,0,2,0.0
root,1,1,0,2,0.0
thusly,0,1,-1,1,0.0
explaining,0,1,-1,1,0.0
amalfians,0,1,-1,1,0.0
defied,1,1,0,2,0.0
une,0,1,-1,1,0.0
comparing,0,1,-1,1,0.0
hopkinsville,0,1,-1,1,0.0
shen,0,2,-2,2,0.0
conflit,0,1,-1,1,0.0
exogeographical,0,1,-1,1,0.0
minimal,0,1,-1,1,0.0
por,0,1,-1,1,0.0
narrative,0,1,-1,1,0.0
filling,1,1,0,2,0.0
progressed,1,1,0,2,0.0
abundance,1,1,0,2,0.0
favorable,1,1,0,2,0.0
replenished,1,1,0,2,0.0
express,1,1,0,2,0.0
hofstadter,1,1,0,2,0.0
wholesale,1,1,0,2,0.0
1675,1,1,0,2,0.0
endangering,1,1,0,2,0.0
reconquest,1,1,0,2,0.0
tend,1,1,0,2,0.0
ingen,1,1,0,2,0.0
told,1,1,0,2,0.0
differentiates,1,1,0,2,0.0
azerbaijan,1,1,0,2,0.0
adherents,1,1,0,2,0.0
xd,1,1,0,2,0.0
consequence,1,1,0,2,0.0
offers,1,1,0,2,0.0
646,1,1,0,2,0.0
1517,1,1,0,2,0.0
bandidate,1,1,0,2,0.0
assumption,1,1,0,2,0.0
explanation,1,1,0,2,0.0
velychenko,1,1,0,2,0.0
1879,1,1,0,2,0.0
soveireign,1,1,0,2,0.0
resettlement,1,1,0,2,0.0
criminal,1,1,0,2,0.0
apath,1,1,0,2,0.0
serbia,1,1,0,2,0.0
ukrainians,1,1,0,2,0.0
rebelled,1,1,0,2,0.0
buell,1,1,0,2,0.0
timeasia,1,1,0,2,0.0
starkey,1,1,0,2,0.0
makes,1,1,0,2,0.0
modify,1,1,0,2,0.0
model,1,1,0,2,0.0
basic,1,1,0,2,0.0
1890,1,1,0,2,0.0
editing,1,1,0,2,0.0
essence,1,1,0,2,0.0
cameroon,1,1,0,2,0.0
1813,1,1,0,2,0.0
distorted,1,1,0,2,0.0
van,1,1,0,2,0.0
oman,1,1,0,2,0.0
nigers,1,1,0,2,0.0
raymond,1,1,0,2,0.0
79,1,1,0,2,0.0
rose,1,1,0,2,0.0
disambiguation,1,1,0,2,0.0
vickers,1,1,0,2,0.0
abolitionists,1,1,0,2,0.0
comprising,1,1,0,2,0.0
nam,1,1,0,2,0.0
laborer,1,1,0,2,0.0
dutchmen,1,1,0,2,0.0
ciudad,1,1,0,2,0.0
equinoctial,1,1,0,2,0.0
lin,1,1,0,2,0.0
08,1,1,0,2,0.0
populationbahamas,1,1,0,2,0.0
cox,1,1,0,2,0.0
documentos,1,1,0,2,0.0
populationsouth,1,1,0,2,0.0
evident,1,1,0,2,0.0
thenewstribune,1,1,0,2,0.0
region25,1,1,0,2,0.0
princeton,1,1,0,2,0.0
watch,1,1,0,2,0.0
unganda,1,1,0,2,0.0
referendum,1,1,0,2,0.0
omission,1,1,0,2,0.0
76,1,1,0,2,0.0
populationbermuda,1,1,0,2,0.0
straits,1,1,0,2,0.0
explanations,1,1,0,2,0.0
equatorial,1,1,0,2,0.0
doter,1,1,0,2,0.0
approach,1,1,0,2,0.0
carp,1,1,0,2,0.0
populationcanadian,1,1,0,2,0.0
buttt,1,1,0,2,0.0
births,1,1,0,2,0.0
mordovia,1,1,0,2,0.0
numbering,1,1,0,2,0.0
action,1,1,0,2,0.0
augustus,1,1,0,2,0.0
regiments,1,1,0,2,0.0
ref26,1,1,0,2,0.0
skewed,1,1,0,2,0.0
format,1,1,0,2,0.0
sida,1,1,0,2,0.0
pray,1,1,0,2,0.0
puritan,1,1,0,2,0.0
accessible,1,1,0,2,0.0
inequality,1,1,0,2,0.0
ethnologists,1,1,0,2,0.0
surviving,1,1,0,2,0.0
ceremonial,1,1,0,2,0.0
drives,1,1,0,2,0.0
gid,1,1,0,2,0.0
maldives,1,1,0,2,0.0
connected,1,1,0,2,0.0
1918,1,1,0,2,0.0
teams,1,1,0,2,0.0
needing,1,1,0,2,0.0
hid,1,1,0,2,0.0
returns,1,1,0,2,0.0
grover,1,1,0,2,0.0
lows,1,1,0,2,0.0
ghjgjhjghjgj,1,1,0,2,0.0
galiev,1,1,0,2,0.0
frontier,1,1,0,2,0.0
caldoche,1,1,0,2,0.0
mixing,1,1,0,2,0.0
exterminer,1,1,0,2,0.0
housing,1,1,0,2,0.0
deadurl,1,1,0,2,0.0
det,1,1,0,2,0.0
riflemen,1,1,0,2,0.0
phenomenology,1,1,0,2,0.0
domingue,1,1,0,2,0.0
rong,1,1,0,2,0.0
namesake,1,1,0,2,0.0
roads,1,1,0,2,0.0
missions,1,1,0,2,0.0
planet,1,1,0,2,0.0
deep,1,1,0,2,0.0
colección,1,1,0,2,0.0
police,1,1,0,2,0.0
drastically,1,1,0,2,0.0
ct,1,1,0,2,0.0
impersonator,1,1,0,2,0.0
gorée,1,1,0,2,0.0
